,Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets,rain_or_not,temperature(Celcius),humidity(%),windspeed(km/h),dateTime
2451,2016-02-27,1900-01-01 05:19:40,indian,male,thin,23,yes,toddler,small,brown,casual,purple,long sleeve,brown,long,clothes,3,8,yes,43,5,17,3.07133017,101.4704263,1,1,27.266666666666666,77.625,5.170833333333333,2016-02-27 05:19:40
2452,2015-12-13,1900-01-01 03:35:46,indian,female,thin,33,yes,baby,big,white,formal,purple,long sleeve,pink,long,blankets,3,7,no,21,2,9,2.989505666,101.3815496,3,1,25.787499999999994,90.5,3.6583333333333337,2015-12-13 03:35:46
2453,2016-01-29,1900-01-01 17:23:34,chinese,male,thin,22,yes,toddler,small,purple,casual,grey,long sleeve,white,long,blankets,3,7,yes,56,2,19,3.032003545,101.4974498,2,1,26.15,89.45833333333333,6.025,2016-01-29 17:23:34
2454,2016-02-17,1900-01-01 03:25:00,indian,male,moderate,34,yes,baby,small,green,formal,orange,short_sleeve,red,short,clothes,3,10,no,22,2,9,3.081574419,101.3850193,1,0,27.004166666666663,74.25,6.2375,2016-02-17 03:25:00
2455,2015-12-16,1900-01-01 09:05:15,chinese,male,thin,39,yes,toddler,small,grey,casual,black,short_sleeve,black,short,clothes,6,8,no,36,4,18,3.09046377,101.5377347,1,1,25.600000000000005,88.54166666666667,4.25,2015-12-16 09:05:15
2456,2015-05-12,1900-01-01 11:05:50,indian,male,thin,48,yes,toddler,small,grey,formal,black,short_sleeve,purple,long,blankets,5,8,no,38,1,20,3.082744784,101.4943485,2,1,26.354166666666668,90.33333333333331,4.508333333333333,2015-05-12 11:05:50
2457,2015-12-23,1900-01-01 11:38:53,foreigner,female,moderate,29,yes,toddler,small,brown,formal,pink,long sleeve,green,short,blankets,3,8,yes,49,4,19,3.036702645,101.5232602,2,1,27.0,83.95833333333333,9.345833333333331,2015-12-23 11:38:53
2458,2016-01-22,1900-01-01 15:08:40,malay,male,moderate,24,yes,toddler,small,white,traditional,orange,short_sleeve,black,short,blankets,3,9,no,56,2,8,3.007232281,101.4315557,1,1,26.83333333333333,85.08333333333333,6.65,2016-01-22 15:08:40
2459,2016-05-02,1900-01-01 05:10:52,foreigner,male,fat,27,yes,toddler,big,yellow,casual,red,long sleeve,black,short,clothes,3,7,yes,41,2,12,3.003444353,101.5580256,2,1,27.054166666666664,87.83333333333333,5.220833333333333,2016-05-02 05:10:52
2460,2016-10-02,1900-01-01 01:38:57,foreigner,male,moderate,50,yes,baby,big,green,traditional,yellow,short_sleeve,blue,short,clothes,3,7,yes,46,4,11,3.005649165,101.5047575,1,1,29.63333333333333,64.875,13.816666666666665,2016-10-02 01:38:57
2461,2016-11-02,1900-01-01 12:03:40,malay,female,moderate,38,yes,young,small,yellow,traditional,purple,long sleeve,brown,long,blankets,6,9,yes,51,2,20,3.036183822,101.3851398,3,1,25.879166666666663,88.66666666666667,4.591666666666667,2016-11-02 12:03:40
2462,2015-06-12,1900-01-01 22:03:45,indian,female,fat,55,yes,young,big,orange,traditional,white,long sleeve,blue,short,clothes,4,9,no,18,4,16,2.993100263,101.5457398,2,1,26.275,87.45833333333333,4.758333333333333,2015-06-12 22:03:45
2463,2016-09-01,1900-01-01 00:40:54,foreigner,male,fat,50,yes,toddler,small,green,formal,red,long sleeve,blue,short,clothes,3,7,yes,26,0,17,3.068141679,101.4770257,1,1,26.23333333333333,86.54166666666667,5.683333333333334,2016-09-01 00:40:54
2464,2016-02-18,1900-01-01 00:12:58,chinese,female,thin,39,no,no_kids,small,yellow,casual,black,long sleeve,grey,short,clothes,4,9,no,48,2,9,3.00760457,101.3803119,1,1,26.92083333333333,79.25,5.5,2016-02-18 00:12:58
2465,2016-02-18,1900-01-01 09:09:20,indian,female,thin,34,no,no_kids,big,white,traditional,orange,long sleeve,black,short,blankets,3,10,yes,36,2,11,3.071321647,101.4351412,1,1,26.745833333333337,79.91666666666667,5.5,2016-02-18 09:09:20
2466,2016-11-01,1900-01-01 06:23:45,indian,female,fat,37,no,no_kids,big,yellow,casual,purple,short_sleeve,brown,short,blankets,3,9,yes,49,3,21,3.00812226,101.4100535,2,1,26.20833333333333,86.04166666666667,7.004166666666667,2016-11-01 06:23:45
2467,2016-02-28,1900-01-01 10:10:20,chinese,female,moderate,21,yes,young,big,green,traditional,pink,long sleeve,pink,long,blankets,6,9,no,51,1,7,3.07541115,101.4903992,1,1,27.087499999999995,82.54166666666667,4.6875,2016-02-28 10:10:20
2468,2015-12-23,1900-01-01 07:10:14,indian,male,thin,20,yes,toddler,big,brown,casual,red,long sleeve,blue,short,blankets,4,8,yes,43,4,12,3.056461199,101.5450246,2,1,26.77083333333333,84.33333333333333,9.345833333333331,2015-12-23 07:10:14
2469,2016-02-28,1900-01-01 01:57:05,malay,male,fat,21,yes,toddler,big,orange,traditional,blue,short_sleeve,black,short,blankets,3,7,yes,27,1,10,3.084801822,101.5011213,3,1,26.84583333333333,82.5,4.6875,2016-02-28 01:57:05
2470,2016-02-28,1900-01-01 13:58:07,malay,male,thin,57,yes,toddler,big,orange,formal,grey,short_sleeve,purple,short,clothes,3,8,yes,40,3,20,3.092634059,101.4202059,3,1,27.175,81.04166666666667,4.6875,2016-02-28 13:58:07
2471,2015-12-20,1900-01-01 07:15:20,malay,female,thin,53,yes,baby,small,purple,traditional,red,short_sleeve,purple,short,blankets,5,10,no,45,3,9,2.986124088,101.544356,1,1,26.23333333333333,85.33333333333333,7.899999999999999,2015-12-20 07:15:20
2472,2016-01-02,1900-01-01 09:03:29,malay,female,moderate,48,yes,toddler,big,grey,traditional,yellow,short_sleeve,blue,long,clothes,3,10,no,32,3,21,3.013811625,101.5535669,2,1,26.15833333333333,84.20833333333333,4.195833333333334,2016-01-02 09:03:29
2473,2015-12-30,1900-01-01 00:12:37,malay,female,fat,46,yes,toddler,big,purple,casual,red,long sleeve,orange,short,blankets,3,9,yes,42,5,20,3.009253458,101.4290768,3,0,27.04583333333333,76.08333333333333,5.791666666666667,2015-12-30 00:12:37
2474,2015-10-12,1900-01-01 14:39:34,malay,male,moderate,56,no,no_kids,small,white,formal,pink,short_sleeve,black,short,clothes,3,7,no,17,0,20,3.086798779,101.5248124,2,1,26.191666666666663,84.45833333333333,5.020833333333333,2015-10-12 14:39:34
2475,2015-12-12,1900-01-01 07:59:05,malay,male,thin,53,no,no_kids,small,white,casual,purple,short_sleeve,blue,short,clothes,5,9,yes,21,2,21,2.994924902,101.4823056,1,1,26.10833333333333,90.5,4.9875,2015-12-12 07:59:05
2476,2015-12-27,1900-01-01 02:56:23,foreigner,male,moderate,38,yes,toddler,small,black,formal,white,short_sleeve,yellow,long,blankets,3,8,no,57,2,21,3.001753894,101.3920174,2,1,26.991666666666664,81.5,5.291666666666667,2015-12-27 02:56:23
2477,2016-02-21,1900-01-01 23:39:31,indian,male,thin,35,yes,baby,big,green,traditional,black,short_sleeve,purple,long,clothes,6,9,yes,20,0,20,3.053189396,101.3931609,2,0,26.441666666666663,77.20833333333333,6.891666666666667,2016-02-21 23:39:31
2478,2016-11-02,1900-01-01 20:14:28,chinese,male,fat,43,yes,young,small,green,traditional,red,short_sleeve,black,short,blankets,3,7,yes,16,0,18,3.037295135,101.4893024,2,1,25.604166666666668,90.70833333333331,4.591666666666667,2016-11-02 20:14:28
2479,2015-02-12,1900-01-01 03:26:45,indian,female,moderate,41,yes,toddler,big,purple,casual,purple,short_sleeve,black,short,blankets,6,9,yes,58,0,18,3.090153613,101.5442781,1,0,26.570833333333336,73.5,6.7,2015-02-12 03:26:45
2480,2016-01-16,1900-01-01 17:29:40,chinese,female,thin,46,no,no_kids,big,orange,traditional,yellow,short_sleeve,brown,short,clothes,6,8,yes,46,1,17,3.052632267,101.4692662,3,1,26.337499999999995,92.0,3.0875000000000004,2016-01-16 17:29:40
2481,2016-01-25,1900-01-01 07:52:30,chinese,female,fat,50,yes,toddler,small,green,traditional,yellow,short_sleeve,blue_jeans,long,clothes,3,8,no,42,1,11,3.05748966,101.54494,3,1,27.02083333333333,75.91666666666667,10.045833333333334,2016-01-25 07:52:30
2482,2015-11-12,1900-01-01 23:39:33,malay,female,fat,48,yes,baby,big,yellow,casual,purple,short_sleeve,green,long,clothes,4,7,no,49,1,18,3.096018381,101.3851031,3,1,26.604166666666668,85.45833333333333,6.875,2015-11-12 23:39:33
2483,2016-02-13,1900-01-01 17:32:15,foreigner,female,fat,30,no,no_kids,big,green,traditional,black,short_sleeve,brown,short,clothes,4,7,no,50,0,9,3.093598569,101.5231154,2,1,26.929166666666664,84.79166666666667,4.195833333333333,2016-02-13 17:32:15
2484,2015-12-25,1900-01-01 13:50:19,chinese,male,moderate,54,yes,baby,small,blue,traditional,black,long sleeve,blue_jeans,long,blankets,6,7,no,45,0,10,2.992392173,101.5225745,3,1,26.104166666666668,88.875,4.525,2015-12-25 13:50:19
2485,2016-01-13,1900-01-01 21:21:13,chinese,female,moderate,18,yes,toddler,big,purple,casual,black,long sleeve,white,long,clothes,5,8,yes,25,3,12,3.058874652,101.5414942,3,1,27.40833333333333,83.08333333333333,5.304166666666666,2016-01-13 21:21:13
2486,2016-01-03,1900-01-01 07:02:53,malay,male,moderate,34,no,no_kids,big,brown,traditional,pink,long sleeve,yellow,long,blankets,5,8,yes,12,2,15,3.035700163,101.4693783,2,1,26.629166666666663,86.25,3.795833333333333,2016-01-03 07:02:53
2487,2015-12-14,1900-01-01 01:53:07,malay,male,thin,31,yes,baby,small,black,formal,black,short_sleeve,black,short,clothes,3,9,yes,51,5,20,3.07863747,101.4658746,1,1,25.370833333333334,88.54166666666667,4.566666666666666,2015-12-14 01:53:07
2488,2016-02-17,1900-01-01 05:26:22,chinese,female,moderate,42,yes,toddler,big,red,formal,green,short_sleeve,orange,short,clothes,6,9,yes,14,2,19,3.043458038,101.4229655,3,0,27.08333333333333,73.66666666666667,6.2375,2016-02-17 05:26:22
2489,2016-01-25,1900-01-01 23:22:35,chinese,male,fat,29,yes,baby,big,pink,casual,green,long sleeve,blue,long,blankets,4,7,no,51,3,8,3.021289363,101.4307236,2,1,27.541666666666668,73.58333333333333,10.045833333333334,2016-01-25 23:22:35
2490,2015-06-12,1900-01-01 16:00:12,foreigner,male,fat,28,yes,baby,small,purple,formal,blue,short_sleeve,red,short,clothes,3,7,no,34,4,9,2.98907255,101.4836609,3,1,26.375,87.45833333333333,4.758333333333333,2015-06-12 16:00:12
2491,2015-12-24,1900-01-01 18:00:26,foreigner,male,thin,49,yes,toddler,small,purple,casual,purple,short_sleeve,brown,short,blankets,6,9,yes,59,4,15,3.079241417,101.517224,1,1,26.058333333333337,88.91666666666667,4.624999999999999,2015-12-24 18:00:26
2492,2016-12-01,1900-01-01 02:15:41,indian,male,thin,60,no,no_kids,big,orange,formal,grey,short_sleeve,blue,long,blankets,6,10,yes,51,5,20,3.011804311,101.484248,1,1,25.141666666666666,93.625,7.8125,2016-12-01 02:15:41
2493,2016-01-19,1900-01-01 04:51:34,malay,male,thin,59,yes,toddler,small,pink,formal,blue,long sleeve,blue,long,clothes,6,8,yes,18,1,19,3.039392205,101.5255111,3,1,26.329166666666666,89.125,6.070833333333333,2016-01-19 04:51:34
2494,2016-02-14,1900-01-01 17:31:24,chinese,female,fat,31,no,no_kids,small,green,casual,black,long sleeve,red,short,blankets,6,8,no,41,2,14,3.02389801,101.3857315,3,1,27.1375,84.08333333333333,5.733333333333334,2016-02-14 17:31:24
2495,2016-01-26,1900-01-01 10:53:20,chinese,female,fat,20,yes,toddler,small,white,traditional,purple,short_sleeve,red,short,clothes,3,7,yes,26,0,9,3.084290077,101.4992968,1,1,26.691666666666663,84.41666666666667,5.2875000000000005,2016-01-26 10:53:20
2496,2016-01-13,1900-01-01 13:28:24,indian,female,thin,49,yes,baby,big,black,formal,blue,short_sleeve,purple,short,blankets,5,9,yes,40,1,11,3.004481271,101.416038,1,1,27.620833333333334,82.16666666666667,5.304166666666666,2016-01-13 13:28:24
2497,2015-12-25,1900-01-01 06:17:28,malay,male,thin,49,yes,baby,big,purple,casual,orange,short_sleeve,blue,short,blankets,6,9,yes,15,5,12,3.028957489,101.4645485,1,1,26.1375,88.875,4.525,2015-12-25 06:17:28
2498,2016-02-20,1900-01-01 16:55:18,chinese,male,moderate,35,yes,toddler,big,blue,formal,black,short_sleeve,black,long,clothes,6,9,no,15,5,8,3.021275519,101.4715884,3,1,25.891666666666666,88.625,4.404166666666667,2016-02-20 16:55:18
2499,2015-12-22,1900-01-01 17:23:34,chinese,male,thin,47,no,no_kids,small,purple,traditional,orange,long sleeve,orange,long,blankets,6,9,no,41,3,14,3.084875498,101.4920709,3,1,27.02916666666667,82.83333333333333,9.945833333333333,2015-12-22 17:23:34
2500,2015-12-19,1900-01-01 05:18:04,chinese,male,fat,21,no,no_kids,small,black,casual,green,short_sleeve,yellow,short,blankets,6,7,yes,57,4,9,3.025713771,101.5333767,3,1,25.7875,88.58333333333333,7.216666666666666,2015-12-19 05:18:04
2501,2016-02-02,1900-01-01 07:31:04,foreigner,male,moderate,58,yes,toddler,big,white,formal,yellow,long sleeve,blue,short,blankets,6,8,yes,55,4,18,3.062618372,101.4855767,1,1,26.537499999999994,83.66666666666667,5.645833333333333,2016-02-02 07:31:04
2502,2016-02-28,1900-01-01 07:49:05,chinese,female,moderate,41,no,no_kids,small,blue,formal,white,long sleeve,blue,short,blankets,5,7,no,42,5,10,3.042343668,101.3949145,1,1,27.39583333333333,80.58333333333333,4.6875,2016-02-28 07:49:05
2503,2015-12-30,1900-01-01 04:46:25,foreigner,male,moderate,45,no,no_kids,big,grey,traditional,brown,long sleeve,black,short,clothes,4,9,no,12,3,14,3.050989255,101.4505466,2,0,26.604166666666668,77.83333333333333,5.791666666666667,2015-12-30 04:46:25
2504,2016-07-01,1900-01-01 17:39:46,chinese,female,moderate,40,yes,toddler,small,white,traditional,brown,short_sleeve,green,long,clothes,6,7,yes,49,1,14,3.046168929,101.4014071,2,0,28.89583333333333,75.29166666666667,9.7625,2016-07-01 17:39:46
2505,2016-01-19,1900-01-01 04:22:20,malay,female,fat,23,yes,young,big,blue,traditional,black,short_sleeve,orange,short,clothes,6,10,yes,24,0,13,3.072852124,101.4709227,3,1,26.25,89.16666666666667,6.070833333333333,2016-01-19 04:22:20
2506,2016-10-01,1900-01-01 06:06:40,foreigner,male,thin,29,yes,baby,small,blue,casual,white,short_sleeve,purple,short,clothes,6,8,no,23,2,21,3.077915344,101.4162366,3,0,28.88333333333333,69.33333333333333,11.733333333333334,2016-10-01 06:06:40
2507,2015-12-12,1900-01-01 01:38:09,indian,male,fat,23,yes,toddler,big,purple,formal,pink,long sleeve,orange,long,blankets,6,8,no,58,4,18,3.090038382,101.4827919,3,1,25.879166666666663,90.58333333333331,4.9875,2015-12-12 01:38:09
2508,2016-01-26,1900-01-01 10:02:04,chinese,female,moderate,55,yes,toddler,big,brown,casual,white,short_sleeve,grey,long,blankets,3,10,no,34,2,9,2.992469204,101.4353956,1,1,27.0625,82.16666666666667,5.2875000000000005,2016-01-26 10:02:04
2509,2016-02-02,1900-01-01 09:51:16,foreigner,male,thin,37,yes,young,small,grey,formal,black,short_sleeve,blue_jeans,long,clothes,3,10,no,40,0,16,3.095084377,101.4890912,1,1,26.495833333333326,83.66666666666667,5.645833333333333,2016-02-02 09:51:16
2510,2015-12-15,1900-01-01 16:15:29,foreigner,female,thin,38,yes,toddler,small,yellow,traditional,pink,short_sleeve,blue,short,clothes,4,8,yes,59,4,12,3.031395274,101.543278,1,1,25.683333333333334,89.08333333333333,3.8875000000000006,2015-12-15 16:15:29
2511,2016-02-01,1900-01-01 17:57:21,foreigner,female,thin,45,yes,young,small,black,formal,black,long sleeve,white,long,clothes,3,10,no,20,1,12,3.024781009,101.5130721,2,1,26.4,87.29166666666667,5.520833333333333,2016-02-01 17:57:21
2512,2016-04-02,1900-01-01 05:55:08,indian,male,thin,37,yes,toddler,small,brown,casual,brown,short_sleeve,blue_jeans,long,blankets,4,10,no,16,3,8,3.000454343,101.5041139,2,1,29.19583333333333,69.375,6.533333333333334,2016-04-02 05:55:08
2513,2016-04-02,1900-01-01 17:58:23,indian,female,thin,48,yes,young,big,purple,traditional,red,long sleeve,blue,short,blankets,3,9,no,33,4,12,3.039506371,101.4552725,3,1,29.29583333333333,69.375,6.533333333333334,2016-04-02 17:58:23
2514,2016-06-01,1900-01-01 17:19:29,chinese,male,moderate,25,no,no_kids,small,orange,formal,brown,long sleeve,brown,long,blankets,5,7,yes,48,2,17,3.010109919,101.5561392,1,1,27.55,83.66666666666667,5.275,2016-06-01 17:19:29
2515,2015-12-26,1900-01-01 08:27:13,foreigner,male,fat,50,yes,baby,big,yellow,traditional,red,short_sleeve,green,short,blankets,6,10,yes,28,3,10,2.997892273,101.4156415,2,0,27.304166666666664,78.45833333333333,6.966666666666666,2015-12-26 08:27:13
2516,2016-02-15,1900-01-01 16:39:28,malay,female,thin,34,no,no_kids,small,white,traditional,orange,long sleeve,purple,short,blankets,3,9,no,41,5,12,3.026605537,101.4026715,1,1,27.383333333333336,83.875,5.216666666666666,2016-02-15 16:39:28
2517,2016-11-02,1900-01-01 02:37:51,malay,male,thin,46,yes,toddler,small,red,casual,pink,short_sleeve,red,long,blankets,4,7,yes,42,0,14,3.089726159,101.5423263,3,1,25.475,90.5,4.591666666666667,2016-11-02 02:37:51
2518,2016-01-20,1900-01-01 22:13:07,chinese,female,moderate,27,yes,toddler,small,orange,casual,orange,long sleeve,grey,long,clothes,4,8,no,17,3,8,3.033482169,101.4674181,1,0,27.25,80.70833333333333,7.537500000000001,2016-01-20 22:13:07
2519,2015-12-13,1900-01-01 14:55:40,malay,male,moderate,23,yes,baby,big,purple,formal,purple,short_sleeve,blue,short,clothes,5,8,no,12,0,14,2.990931094,101.5296006,2,1,25.287500000000005,93.20833333333331,3.6583333333333337,2015-12-13 14:55:40
2520,2015-12-25,1900-01-01 16:05:15,foreigner,male,thin,22,yes,toddler,small,white,traditional,black,long sleeve,red,long,blankets,3,7,yes,28,3,18,3.072208372,101.4496559,3,1,26.28333333333333,86.79166666666667,4.525,2015-12-25 16:05:15
2521,2015-12-20,1900-01-01 07:05:54,chinese,female,fat,57,no,no_kids,small,orange,traditional,yellow,long sleeve,orange,long,clothes,5,8,yes,25,5,19,3.037882574,101.49734,3,1,26.28333333333333,85.33333333333333,7.899999999999999,2015-12-20 07:05:54
2522,2016-06-02,1900-01-01 20:45:05,chinese,female,fat,34,yes,toddler,small,black,traditional,black,long sleeve,brown,short,clothes,3,10,no,42,2,11,3.036580568,101.4281325,2,1,27.6875,83.70833333333333,6.6875,2016-06-02 20:45:05
2523,2015-11-12,1900-01-01 07:39:09,indian,female,fat,30,no,no_kids,big,pink,formal,black,long sleeve,brown,short,blankets,6,7,no,30,3,18,3.017562962,101.4718828,1,1,26.65833333333333,85.58333333333333,6.875,2015-11-12 07:39:09
2524,2015-08-12,1900-01-01 02:23:20,foreigner,male,moderate,39,yes,toddler,big,orange,traditional,white,long sleeve,green,short,blankets,5,8,no,32,4,16,3.096424612,101.4669746,1,1,26.479166666666668,84.33333333333333,6.8125,2015-08-12 02:23:20
2525,2016-01-22,1900-01-01 11:03:55,chinese,female,thin,54,yes,baby,big,blue,formal,orange,long sleeve,brown,long,blankets,3,9,yes,56,3,17,2.990219103,101.5474006,3,1,26.454166666666666,86.75,6.65,2016-01-22 11:03:55
2526,2015-12-15,1900-01-01 08:44:05,chinese,female,thin,30,no,no_kids,big,yellow,traditional,red,short_sleeve,blue,long,blankets,3,9,no,20,0,20,3.018522981,101.3863101,2,1,25.98333333333333,87.29166666666667,3.8875000000000006,2015-12-15 08:44:05
2527,2016-11-02,1900-01-01 01:02:56,chinese,male,fat,60,yes,baby,small,green,formal,pink,long sleeve,pink,short,blankets,3,7,no,56,5,15,2.992084544,101.4098426,3,1,25.879166666666663,88.66666666666667,4.591666666666667,2016-11-02 01:02:56
2528,2016-01-16,1900-01-01 14:24:51,foreigner,female,fat,59,no,no_kids,big,red,formal,purple,short_sleeve,green,short,clothes,4,9,no,19,4,9,3.055652906,101.4451212,1,1,26.51666666666667,89.41666666666667,3.0875000000000004,2016-01-16 14:24:51
2529,2016-05-01,1900-01-01 06:49:23,indian,male,fat,30,yes,toddler,big,green,traditional,white,long sleeve,orange,short,blankets,4,9,no,41,3,7,3.087686929,101.5213389,1,1,27.52916666666667,84.0,4.95,2016-05-01 06:49:23
2530,2016-02-20,1900-01-01 08:25:14,malay,female,fat,40,yes,toddler,small,orange,traditional,blue,short_sleeve,white,short,blankets,6,9,yes,35,0,21,3.020204869,101.555899,1,1,25.866666666666664,87.20833333333333,4.404166666666667,2016-02-20 08:25:14
2531,2015-12-24,1900-01-01 07:17:49,malay,male,fat,20,yes,young,small,red,casual,blue,short_sleeve,black,short,clothes,5,9,yes,11,1,16,3.059312027,101.3822981,1,1,26.4,87.5,4.624999999999999,2015-12-24 07:17:49
2532,2016-01-31,1900-01-01 06:21:55,chinese,female,thin,46,yes,toddler,small,red,casual,yellow,long sleeve,grey,short,clothes,3,8,no,14,1,10,3.036298767,101.542316,2,1,26.933333333333334,87.125,6.004166666666667,2016-01-31 06:21:55
2533,2016-01-23,1900-01-01 02:17:40,foreigner,female,moderate,50,no,no_kids,big,grey,traditional,blue,short_sleeve,green,short,clothes,6,7,yes,44,1,14,3.017390417,101.5452807,2,1,26.766666666666666,88.33333333333333,4.083333333333333,2016-01-23 02:17:40
2534,2015-12-13,1900-01-01 04:42:25,foreigner,female,thin,53,yes,toddler,small,red,formal,grey,long sleeve,blue_jeans,short,clothes,6,7,yes,34,2,12,3.053526694,101.4836627,2,1,25.291666666666668,93.08333333333331,3.6583333333333337,2015-12-13 04:42:25
2535,2016-01-15,1900-01-01 23:29:51,indian,male,thin,36,no,no_kids,big,yellow,traditional,black,short_sleeve,blue,long,blankets,3,8,yes,44,0,8,3.025294933,101.5506674,1,1,26.09166666666667,92.16666666666669,4.2875,2016-01-15 23:29:51
2536,2015-08-12,1900-01-01 07:04:26,malay,female,moderate,27,yes,toddler,big,yellow,casual,black,short_sleeve,pink,long,blankets,4,7,no,32,0,10,3.032624974,101.492864,2,1,26.745833333333334,82.54166666666667,6.8125,2015-08-12 07:04:26
2537,2016-01-17,1900-01-01 00:17:29,indian,male,moderate,24,no,no_kids,small,white,formal,pink,long sleeve,purple,long,clothes,3,7,yes,22,0,8,3.05598428,101.4944782,3,1,26.1875,91.875,6.058333333333334,2016-01-17 00:17:29
2538,2016-09-01,1900-01-01 18:09:49,indian,female,fat,53,yes,toddler,big,brown,traditional,purple,long sleeve,blue,short,clothes,6,9,no,56,0,8,3.018531113,101.534147,3,1,26.475000000000005,84.95833333333333,5.683333333333334,2016-09-01 18:09:49
2539,2015-12-20,1900-01-01 04:09:43,chinese,male,thin,20,yes,young,small,purple,casual,red,short_sleeve,blue,short,clothes,3,7,no,18,0,15,3.051064876,101.4487879,3,1,26.4375,82.95833333333333,7.899999999999999,2015-12-20 04:09:43
2540,2016-01-20,1900-01-01 20:02:21,indian,male,fat,54,yes,baby,big,white,formal,orange,short_sleeve,brown,long,clothes,5,8,yes,55,3,12,3.020367506,101.3995468,1,0,27.525,79.875,7.537500000000001,2016-01-20 20:02:21
2541,2016-04-02,1900-01-01 20:27:19,indian,female,fat,58,no,no_kids,big,orange,formal,blue,long sleeve,white,long,clothes,4,10,yes,11,3,7,3.052947357,101.5194274,2,1,28.879166666666663,72.91666666666667,6.533333333333334,2016-04-02 20:27:19
2542,2016-01-13,1900-01-01 22:11:50,chinese,female,moderate,42,no,no_kids,big,yellow,formal,red,long sleeve,purple,long,clothes,5,8,no,58,4,13,3.031702864,101.5432725,3,1,27.58333333333333,82.58333333333333,5.304166666666666,2016-01-13 22:11:50
2543,2016-02-21,1900-01-01 22:46:16,indian,male,fat,51,no,no_kids,small,purple,casual,red,short_sleeve,yellow,long,clothes,6,9,yes,43,2,21,2.998109077,101.4666096,2,0,26.258333333333336,79.125,6.891666666666667,2016-02-21 22:46:16
2544,2016-02-17,1900-01-01 20:54:06,indian,male,moderate,20,yes,young,big,blue,formal,purple,short_sleeve,green,long,blankets,3,7,yes,41,2,19,3.056588481,101.4812541,3,0,26.71666666666667,75.5,6.2375,2016-02-17 20:54:06
2545,2016-02-28,1900-01-01 15:19:37,chinese,male,fat,35,yes,toddler,small,blue,traditional,red,long sleeve,blue,long,blankets,3,9,yes,55,4,19,3.084541072,101.5017615,3,1,26.745833333333334,82.45833333333333,4.6875,2016-02-28 15:19:37
2546,2016-01-26,1900-01-01 07:17:20,foreigner,male,thin,26,yes,toddler,big,brown,casual,brown,short_sleeve,blue,long,blankets,3,8,yes,11,1,13,3.077248127,101.4978354,3,1,26.729166666666668,84.41666666666667,5.2875000000000005,2016-01-26 07:17:20
2547,2016-11-02,1900-01-01 15:06:42,malay,male,thin,59,yes,young,small,black,formal,orange,short_sleeve,black,long,blankets,5,9,no,23,2,18,3.022853025,101.4280238,1,1,25.879166666666663,88.66666666666667,4.591666666666667,2016-11-02 15:06:42
2548,2016-01-20,1900-01-01 06:44:12,indian,female,thin,38,yes,young,big,black,casual,grey,short_sleeve,grey,short,clothes,5,7,no,27,0,15,3.023499928,101.4523242,1,0,27.212499999999995,80.70833333333333,7.537500000000001,2016-01-20 06:44:12
2549,2016-04-01,1900-01-01 12:47:24,foreigner,female,fat,18,no,no_kids,small,yellow,formal,red,short_sleeve,green,short,clothes,6,8,yes,37,0,19,3.077448871,101.5065828,3,0,28.73333333333333,72.58333333333333,5.470833333333334,2016-04-01 12:47:24
2550,2016-02-29,1900-01-01 10:36:29,indian,male,fat,59,yes,toddler,small,black,casual,purple,long sleeve,blue_jeans,long,clothes,3,9,yes,29,5,13,3.077452818,101.5449706,2,1,27.35,80.04166666666667,5.379166666666666,2016-02-29 10:36:29
2551,2015-12-12,1900-01-01 01:42:33,malay,male,fat,18,yes,toddler,big,red,formal,white,short_sleeve,pink,long,clothes,4,10,yes,24,4,16,3.07609006,101.5516269,2,1,25.933333333333334,91.0,4.9875,2015-12-12 01:42:33
2552,2015-12-12,1900-01-01 23:40:13,foreigner,male,fat,48,yes,toddler,big,purple,casual,green,short_sleeve,blue,long,blankets,3,9,no,60,1,12,3.091370828,101.4366938,1,1,26.241666666666664,88.66666666666667,4.9875,2015-12-12 23:40:13
2553,2016-06-01,1900-01-01 20:21:35,indian,male,moderate,59,yes,baby,big,grey,casual,white,short_sleeve,orange,short,clothes,6,9,no,34,2,8,3.028290795,101.482258,3,1,27.941666666666663,82.16666666666667,5.275,2016-06-01 20:21:35
2554,2016-01-19,1900-01-01 16:23:00,malay,female,thin,57,no,no_kids,big,brown,casual,red,short_sleeve,red,short,clothes,6,8,no,46,3,17,3.062032678,101.4624548,1,1,26.20833333333333,89.16666666666667,6.070833333333333,2016-01-19 16:23:00
2555,2016-02-15,1900-01-01 03:37:29,foreigner,male,thin,25,yes,toddler,big,grey,casual,green,long sleeve,green,short,clothes,3,7,yes,57,2,15,3.073032178,101.4924376,2,1,26.941666666666663,85.45833333333333,5.216666666666666,2016-02-15 03:37:29
2556,2016-02-20,1900-01-01 05:10:04,chinese,male,thin,24,yes,toddler,small,purple,casual,purple,long sleeve,white,long,clothes,5,8,yes,13,3,17,3.051321328,101.4052297,3,1,25.98333333333333,86.75,4.404166666666667,2016-02-20 05:10:04
